id,StageName,Opportunity_Origin__c,DNB_Scoring_Rate__c,Current_Balance__c,Applicant_Type__c,Opp_number__C,Multiple_Lenders_Hardship__c,income_as_a_of_DP200_income__c,Deposit_spent_on_DOD__c,DP_Monthly_avg_of_SACC_repayments__c,Monthly_ongoing_financial_commitments__c,DP_Primary_income_frequency__c,DP_Primary_income_last_pay_date__c,DP_enders_with_uncleared_dishonours_233__c,Primary_regular_benefit_frequency__c,Last_pay_date_for_largest_inc_src_302__c,Largest_income_source_day_of_week__c,Next_pay_date_for_largest_income_source__c,Frequency_for_largest_income_source__c,Primary_regular_benefit_last_pay_date__c,loan_dishonours__c,Primary_regular_benefit_monthly_amount__c,Courts_and_Fines_transactions__c,Total_monthly_income_ongoin_Reg_231__c,DP_Total_Monthly_Benefit_Income__c,DP_Dishonours_Across_Primary_Acct_244__c,DP_No_Direct_Debits_On_Primary_Acct_355__c,DP_Budget_Management_Services__c,Hardship_Indicator_Gambling__c,DP_Monthly_rent_amount_236__c,Amount_of_SACC_commitments_due__c,Largest_income_Src_Avg_freq__c,Largest_income_Src_last_payment_amt__c,Deposits_since_last_SACC_dishonour__c,SACC_commitments_due_next_month__c,Total_monthly_credits__c,agency_collection_providers__c,Collection_agency_transactions__c,Average_monthly_amount_of_Courts_and_Fin__c,Courts_and_Fines_providers__c,income_DP200_spend_on_high_risk_merch__c,most_recent_loan_has_no_repayments__c,Deposits_since_last_dishonour__c,Income_source_is_other_income_549__c,Bank_Report_Gov_Benefit__c,Income_source_is_a_government_benefit__c,Summary_Income__c,Summary_Expenses__c,Rent_Mortgage__c,Summary_Total__c,Loan_Amount__c,Total_Repayment_Amount__c,Salary_Gov_Allowances_all_types_2117__c,Dishonours_For_Last_30_Days_DP907__c,DP_Days_in_Overdrawn_For_Period__c,Dishonours_203__c
0062x00000DFyFZAA1,Bad Debt Written Off,QuickCash,,0,Existing Client-Granted Loan Before,4696120,0,15.02,92.53,0,0,2,14-02-2023,0,0,14-02-2023,2,28-02-2023,2,,0,0,0,134.7184,309,0,0,0,0,0,0,62.0085,61.46,7,0,2057,0,0,0,0,0,0,7,1,0,,2435.33,400,150,1885.33,500,680,1386.0066,4,0.0879,4
0062x00000DFzuOAAT,Bad Debt Written Off,MoneySpot,,0,Existing Client-Granted Loan Before,4697110,13.83,25.67,97.2,164,156.5525,4,15-02-2023,0,4,06-02-2023,1,,4,06-02-2023,3,1483.9866,0,4695.6366,3037,5,42,0,0,0,155.4735,556.495,569.42,10,1.31,11828,1,13,0,0,0,0,10,0,1,,2600,599,560,1441,500,680,2854.4733,2,0,6
0062x00000DG3zeAAD,Bad Debt Written Off,MoneySpot,LARGELY COMPLIANT,0,Existing Client-No Loan Granted Ever,4701485,15.09,0,52.22,184,0,2,07-02-2023,2,0,07-02-2023,2,21-02-2023,2,,2,0,0,4214.4259,0,0,0,0,73,0,192,845.546,708.41,5,8.51,4369,0,0,0,0,30.69,1,5,0,0,,5200,599,400,4201,500,680,1187.3333,0,0.044,0
0062x00000DG4ckAAD,Bad Debt Written Off,QuickCash,,0,New Client-New Loan,4701729,62.11,0,46.41,197,2374.9644,2,09-02-2023,1,0,09-02-2023,4,23-02-2023,2,,2,0,0,3624.2431,0,2,42,0,0,0,96,1668.145,1845.76,6,4.31,4315,0,0,0,0,0,1,1,0,0,,3683.33,400,1320,1963.33,500,680,5598.9566,6,0.0989,18
0062x00000DG5pzAAD,Bad Debt Written Off,QuickCash,,0,Existing Client-Granted Loan Before,4702595,14.73,55.96,68,128,161.5034,4,16-02-2023,0,2,03-02-2023,5,17-02-2023,2,03-02-2023,0,1950.9767,0,3935.1448,2269,0,5,0,29.47,0,107.0008,897.985,899,73,2.64,4054,1,6,0,0,14.18,0,73,0,1,,0,400,300,-700,500,680,7307.9366,0,0,0
0062x00000DG6BRAA1,Bad Debt Written Off,MoneySpot,,0,Existing Client-No Loan Granted Ever,4702841,13.26,11.91,96.69,43,220.3353,4,16-02-2023,0,2,16-02-2023,4,,4,24-01-2023,0,1181.6418,1,5152.0644,2133,2,11,0,0.38,0,0,87.341,30,73,0.26,17903,0,0,167,1,0.04,0,40,1,0,,0,599,800,-1399,500,680,1399.95,1,0.044,2
0062x00000DG6dzAAD,Bad Debt Written Off,MoneySpot,,0,Existing Client-Granted Loan Before,4703215,18.31,92.16,82.72,414,395.2666,0,,1,4,14-02-2023,2,,4,14-02-2023,5,2656.6166,0,2656.6166,2657,5,0,0,0,0,305.0357,996.2312,914.3,0,10.58,2883,1,1,0,0,0,0,0,0,1,,1838.85,400,0,1438.85,500,680,3873.55,2,0.2967,6
0062x00000DG8XxAAL,Bad Debt Written Off,QuickCash,,0,New Client-New Loan,4704440,10.99,11.85,37.26,0,0,2,09-02-2023,0,2,09-02-2023,4,23-02-2023,2,31-01-2023,0,656.492,0,5502.5483,645,17,7,0,0,0,0,2095.5516,2258.79,6,0,5440,0,0,0,0,0,0,0,0,0,,0,0,1670,-1670,500,680,0,0,0.1538,1
0062x00000DG9nYAAT,Bad Debt Written Off,QuickCash,,0,Existing Client-Granted Loan Before,4705290,34.81,10.39,64.01,596,1605.5146,1,16-02-2023,0,0,16-02-2023,4,23-02-2023,1,,12,0,3,6674.7018,1030,13,50,0,55.66,0,320,1460.6666,1495.75,3,0,9911,0,0,170,1,31.19,0,1,0,0,,4.33,400,400,-795.67,500,680,667.76,0,0.9121,0
0062x00000DFgLsAAL,Bad Debt Written Off,MoneySpot,,0,Existing Client-No Loan Granted Ever,4681029,0,0,50.74,0,0,1,01-02-2023,0,0,01-02-2023,3,08-02-2023,1,,0,0,0,5001.5102,0,0,0,0,0,0,0,1081.9918,1077,11,0,5714,0,0,0,0,0,0,11,0,0,,0,599,1400,-1999,500,680,5482.2,0,0,0
0062x00000DGDzqAAH,Bad Debt Written Off,MoneySpot,,0,New Client-New Loan,4710146,0,0,87.01,0,0,1,13-02-2023,0,0,13-02-2023,2,20-02-2023,1,,0,0,0,3158.7982,0,0,1,0,0,0,1239.2,830.8075,514.6,12,70.12,3424,0,0,0,0,0,0,12,0,0,,3380,400,800,2180,500,680,1714.72,2,0.0989,2
0062x00000DGFMlAAP,Bad Debt Written Off,MoneySpot,LARGELY COMPLIANT,0,Existing Client-No Loan Granted Ever,4711574,0,0,84.28,670,972.2444,0,,0,0,,0,,0,,4,0,0,34.3982,0,4,7,0,0,0,0,0,0,0,5.6,7975,0,0,0,0,0.39,0,0,0,0,,0,400,400,-800,500,680,0,0,0,3
0062x00000DGFTiAAP,Bad Debt Written Off,QuickCash,,0,Existing Client-No Loan Granted Ever,4711749,2.64,5.61,89.94,13,40,4,16-02-2023,0,4,16-02-2023,4,,4,27-01-2023,0,399.4666,0,2896.5498,399,0,0,0,0.15,0,0,601.625,442,10,0,7107,0,0,0,0,0.04,0,10,0,0,,0,0,1280,-1280,500,680,4566.04,0,0,8
0062x00000DGI4fAAH,Bad Debt Written Off,QuickCash,,0,New Client-New Loan,4714858,0.57,30.28,38.75,0,0,1,16-02-2023,0,2,16-02-2023,4,23-02-2023,1,08-02-2023,0,763.9146,0,2385.9779,703,0,0,0,0,0,0,360.2561,386.12,13,0,2321,0,0,0,0,0,0,13,0,0,,0,0,0,0,500,680,0,0,0.2747,0
0062x00000DGM8gAAH,Bad Debt Written Off,MoneySpot,,0,Existing Client-No Loan Granted Ever,4719040,21.57,0,84.63,85,0,4,19-01-2023,0,0,19-01-2023,4,,4,,0,0,0,561.9966,0,0,0,0,0,0,0,395.5533,290,3,0,562,0,0,0,0,0,0,3,1,0,,3128.67,400,50,2678.67,500,680,1688.6833,0,0.3187,0
0062x00000DGMu7AAH,Bad Debt Written Off,QuickCash,,0,Existing Client-Granted Loan Before,4719717,51.54,0,80.1,111,224.3466,1,10-02-2023,0,0,10-02-2023,5,17-02-2023,1,,0,0,0,730.1133,0,0,0,0,0.68,0,0,156.4528,40,14,0,1247,0,0,0,0,0.4,0,14,1,0,,0,400,211.5,-611.5,500,680,3476.3633,0,0.4396,1
0062x00000DGNXDAA5,Bad Debt Written Off,QuickCash,,0,Existing Client-Granted Loan Before,4719972,0,48.4,47.37,0,0,0,,0,0,,0,,0,,0,0,1,132.0966,350,0,0,0,0,0,0,0,0,0,0,723,0,0,115,1,0,0,0,0,0,,400,400,115,-115,500,680,0,0,0,0
0062x00000DGKeGAAX,Bad Debt Written Off,MoneySpot,,0,Existing Client-Granted Loan Before,4717716,0,49.06,95.89,0,0,4,20-02-2023,0,4,10-02-2023,5,,4,10-02-2023,0,1180.8866,0,1274.2199,1181,0,0,0,0,0,0,442.8325,609.61,5,0,2407,0,0,0,0,0,0,5,0,1,,2314.56,400,280,1634.56,500,680,6175.5866,0,0,0
0062x00000DGO7QAAX,Bad Debt Written Off,MoneySpot,,0,New Client-New Loan,4720391,0,0,84.16,0,0,4,09-02-2023,0,0,09-02-2023,4,,4,,0,0,0,626.8666,0,0,6,0,0,0,0,341.4,80,4,0,1509,0,0,0,0,0,0,4,1,0,,0,0,500,-500,500,680,3319.15,0,0.1209,0
0062x00000DGMEyAAP,Bad Debt Written Off,QuickCash,,0,Existing Client-Granted Loan Before,4719105,19.32,21.89,71.89,300,217.7822,4,18-02-2023,0,2,18-02-2023,6,,4,20-01-2023,0,1446.7079,0,6267.0143,2142,0,27,0,46.26,0,195.4453,775,750,6,2,9785,0,0,0,0,7.33,0,6,1,0,,4290,599,360,3331,500,680,2488.7133,2,0.0659,4
0062x00000DGPqCAAX,Bad Debt Written Off,MoneySpot,,0,New Client-New Loan,4721508,22.38,0,60.37,0,345.1966,4,07-02-2023,0,0,07-02-2023,2,,4,,0,0,1,3017.1698,0,1,0,0,5.65,0,0,1091.3257,1328.77,7,0,3436,3,20,23,1,4.19,0,0,0,0,,0,0,0,0,500,680,543.7333,0,0.033,0
0062x00000DGTJ3AAP,Bad Debt Written Off,MoneySpot,,0,Existing Client-No Loan Granted Ever,4724382,4.36,0,72.53,0,0,1,06-02-2023,0,0,06-02-2023,1,13-02-2023,1,,0,0,0,3792.5735,0,3,5,0,0,0,0,849.5681,832,11,0,3810,0,0,0,0,0,0,1,0,0,,4333.33,400,600,3333.33,500,680,1830.73,0,0.8022,4
0062x00000DGeYpAAL,Bad Debt Written Off,MoneySpot,,0,Existing Client-Granted Loan Before,4733587,30.45,46.09,85.84,782,932.7088,4,20-02-2023,1,2,20-02-2023,1,,4,20-02-2023,10,1642.6338,0,5212.0387,2688,14,0,0,0,0,810.3654,109.9827,280,4,13.9,5832,0,0,0,0,0,0,4,1,0,,3770,400,100,3270,500,680,5565.7933,0,0.022,0
0062x00000DGizjAAD,Bad Debt Written Off,MoneySpot,,0,Existing Client-Granted Loan Before,4738385,1.36,70.88,63.64,0,0,4,22-02-2023,0,2,20-02-2023,2,06-03-2023,2,20-02-2023,0,2070.5172,2,2860.3955,2401,0,2,0,0,0,0,884.9342,595,13,0,3387,0,0,33,1,0,0,13,0,1,,0,400,0,-400,500,680,1216.62,0,0,1
0062x00000DGj4sAAD,Bad Debt Written Off,MoneySpot,,0,Existing Client-Granted Loan Before,4738544,0,60.71,93.17,0,0,1,20-02-2023,0,2,25-01-2023,4,08-02-2023,2,25-01-2023,5,1681.7592,0,3061.267,2519,5,7,0,0,0,0,774.07,807.92,3,0,4149,0,0,0,0,0,0,3,0,1,,2556.67,599,300,1657.67,500,680,2459.8666,7,0.011,10
0062x00000DGlSCAA1,Bad Debt Written Off,MoneySpot,,0,Existing Client-Granted Loan Before,4740594,2.31,52.33,82.54,0,45.77,0,,0,1,14-02-2023,2,21-02-2023,1,14-02-2023,0,1985.37,0,1985.37,2119,2,5,0,0.5,0,0,496.3425,918.8,0,0,4049,0,0,0,0,0.25,0,0,0,1,,0,400,150,-550,500,680,4004,1,0.0769,2
0062x00000DGrORAA1,Bad Debt Written Off,MoneySpot,,0,Existing Client-Granted Loan Before,4747002,94.45,53.27,60.65,211,537.8103,4,15-02-2023,1,1,22-02-2023,3,01-03-2023,1,22-02-2023,3,2395.76,0,3694.4433,3407,3,17,0,0.67,0,105.6,551.353,1457.55,0,1.65,6395,0,0,0,0,0.25,0,0,0,1,,0,899,1043,-1942,500,680,0,0,0.011,1
0062x00000DGtfTAAT,Bad Debt Written Off,QuickCash,,0,Existing Client-Granted Loan Before,4748507,22.02,13.11,96.32,0,0,4,24-02-2023,0,0,24-02-2023,5,,4,,0,0,0,6723.0431,1501,0,0,0,0,0,0,93.7428,30,70,0,11441,0,0,0,0,0,0,70,1,0,,3134.17,899,0,2235.17,500,680,4188.3333,1,0.1978,5
0062x00000DH9OJAA1,Bad Debt Written Off,QuickCash,,0,Existing Client-Granted Loan Before,4763958,7.17,0,97.18,192,273.1994,2,22-02-2023,0,0,22-02-2023,3,08-03-2023,2,,0,0,0,4398.8548,0,0,10,0,0,0,179.0857,1556.5857,1992.98,7,3.85,4652,1,4,0,0,0,0,7,0,0,,2863.49,599,400,1864.49,500,680,5864.1033,0,0,0
0062x00000DH9bmAAD,Bad Debt Written Off,QuickCash,,0,Existing Client-Granted Loan Before,4764088,7.44,91.08,98.79,12,0,4,26-02-2023,0,4,22-02-2023,3,,4,22-02-2023,0,2521.4166,0,2728.0832,2535,0,1,0,0,0,0,840.4722,824.3,22,0,2783,0,0,0,0,0,0,22,0,1,,1750.67,400,100,1250.67,500,680,0,0,0.0769,2
0062x00000DHDhUAAX,Bad Debt Written Off,QuickCash,,0,Existing Client-Granted Loan Before,4767820,13.45,28.42,68.74,70,114.7134,4,27-02-2023,0,4,27-02-2023,1,,4,14-02-2023,0,1432.3666,0,6532.7166,1988,0,7,0,0.26,0,52.8,170.0156,300,80,0.75,6994,0,0,0,0,0.17,0,80,1,0,,2383.33,599,200,1584.33,500,680,0,0,0.022,0
0062x00000DHOdWAAX,Bad Debt Written Off,MoneySpot,,0,Existing Client-Granted Loan Before,4776141,164.44,0,88.02,49,351.405,1,22-02-2023,0,0,22-02-2023,3,01-03-2023,1,,5,0,0,3770.7485,0,15,44,0,31.51,0,0,135.864,135,10,0,8986,0,0,0,0,2.07,0,0,1,0,,2860,599,800,1461,500,680,1001.9233,0,0.2857,1
0062x00000DHNHBAA5,Bad Debt Written Off,MoneySpot,,0,Existing Client-No Loan Granted Ever,4775381,248.97,0,48.89,355,2470.8897,4,27-02-2023,0,0,27-02-2023,1,,4,,9,0,0,4447.9999,0,11,34,0,0.36,0,714.3769,367.1111,406,0,7.75,7982,0,0,0,0,0.05,0,0,0,0,,0,599,1000,-1599,500,680,1244.7333,3,0.9231,3
0062x00000DHVScAAP,Bad Debt Written Off,MoneySpot,,0,Existing Client-Granted Loan Before,4782285,23.55,98.75,68.91,301,320.2743,0,,0,4,28-02-2023,2,,4,28-02-2023,3,1787.8666,5,3213.5883,3324,3,14,0,0,0,124.8821,670.45,318.92,0,3.71,3366,0,0,83,1,0,0,0,0,1,,904.56,400,200,304.56,500,680,2569.5366,0,0,0
0062x00000DHVV7AAP,Bad Debt Written Off,MoneySpot,,0,Existing Client-Granted Loan Before,4782317,1.8,63.9,93.24,0,33.3333,4,27-02-2023,0,4,24-02-2023,5,,4,24-02-2023,0,1850.4866,0,3851.7686,2716,0,0,0,0,0,0,693.9325,588.3,17,0,4250,0,0,0,0,0,0,17,0,1,,2166.67,899,300,967.67,500,680,2624.0466,0,0,0
0062x00000DHUmbAAH,Bad Debt Written Off,MoneySpot,,0,Existing Client-Granted Loan Before,4781708,0,0,89.04,716,312.2026,0,,0,0,,0,,0,,13,0,0,0,0,14,80,0,0,0,0,0,0,0,9.18,2963,2,13,0,0,0,0,0,0,0,,0,400,400,-800,500,680,2852.3233,0,0.1209,0
0062x00000DHbsnAAD,Bad Debt Written Off,QuickCash,,0,Existing Client-Granted Loan Before,4786674,13.65,54.36,84.67,239,134.0433,4,02-03-2023,0,2,01-03-2023,3,15-03-2023,2,01-03-2023,1,1748.4777,0,3732.7798,2240,1,6,0,3.95,0,0,804.78,745.77,42,0,4120,0,0,0,0,1.67,0,42,0,1,,1248.74,599,600,49.74,500,680,1707.4733,0,0,1
0062x00000DHqQGAA1,Bad Debt Written Off,QuickCash,,0,New Client-New Loan,4803453,7.96,0,51.5,0,221.1499,1,03-03-2023,1,0,03-03-2023,5,10-03-2023,1,,7,0,1,6569.1666,0,0,1,0,0.22,0,0,1247.3214,1265,14,0,6676,0,0,20,1,0.19,0,14,1,0,,0,0,1400,-1400,500,680,5053.3366,0,0.1758,0
0062x00000E5ReJAAV,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,5654019,54.68,32.06,67.97,30,776.5085,2,15-06-2023,0,2,13-06-2023,2,27-06-2023,2,13-06-2023,0,2131.4752,0,5590.2733,3299,0,10,0,120.76,0,742.4,981.0628,567.9,3,10.71,10289,0,0,0,0,25.02,0,3,0,1,1,0,2000,0,-2000,500,680,5504.48,0,0.0659,0
0062x00000DtYyIAAV,Closed Lost,MoneySpot,,,New Client-New Loan,5324206,51.55,0,92.39,105,2684.3303,2,04-05-2023,2,0,04-05-2023,4,18-05-2023,2,,7,0,0,3053.666,0,8,36,0,0,0,94.7261,1405.5233,1630.53,6,2.95,3214,0,0,0,0,0,0,0,0,0,0,3575,899,800,1876,500,680,2512.75,0,0.011,0
0062x00000DtZkCAAV,Closed Lost,MoneySpot,,,Existing Client-Granted Loan Before,5324913,53.29,89.54,41.08,227,572.4126,0,,0,2,02-05-2023,2,16-05-2023,2,02-05-2023,0,1318.6963,0,1318.6963,1431,0,7,0,2.2,0,211.0543,606.9616,651.9,0,13.21,1598,0,0,0,0,1.81,0,0,0,1,1,4116.67,599,100,3417.67,500,680,1759.6133,0,0.2967,0
0062x00000DtYeIAAV,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,5323919,60.22,0,11.97,0,3380.3705,1,17-05-2023,0,0,17-05-2023,3,24-05-2023,1,,0,0,0,6819.441,0,0,22,0,3.62,0,0,1569.4061,1457.33,13,0,6801,0,0,0,0,3.63,0,13,0,0,0,6500,400,0,6100,500,680,728.6866,0,0.011,0
0062x00000DtZ1WAAV,Closed Lost,QuickCash,,,Existing Client-Granted Loan Before,5324255,133.57,5.38,82.33,227,3216.7328,4,11-05-2023,0,2,11-05-2023,4,,4,17-05-2023,0,2034.0294,0,27365.3625,2184,1,147,0,0,0,211.0543,868.8888,400,9,0.52,40525,2,6,0,0,0,0,4,1,0,0,0,400,400,-800,500,680,0,0,0,0
0062x00000DtaMlAAJ,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,5325517,14.53,0,43.29,0,543.75,2,03-05-2023,0,0,03-05-2023,3,17-05-2023,2,,1,0,0,5163.2176,0,1,13,0,13.23,0,0,2365.755,1883.63,6,0,5805,0,0,0,0,11.71,0,1,0,0,0,2491.67,2000,700,-208.33,500,680,1631.3333,8,0.011,24
0062x00000DFJusAAH,Bad Debt Watch,MoneySpot,,429.35,Existing Client-Granted Loan Before,4661003,23.14,90.18,45.01,7,173.5875,1,10-02-2023,2,4,31-01-2023,2,,4,31-01-2023,5,3831.1433,0,6142.8723,6107,5,13,0,0,0,0,1436.6787,508.56,5,0,6772,0,0,0,0,0,0,5,0,1,,550,1499,880,-1829,500,680,4241.4033,0,0.6044,16
0062x00000DtczoAAB,Closed Lost,QuickCash,,,Existing Client-Granted Loan Before,5327529,12.62,0,37.59,842,94.1152,4,17-05-2023,0,0,17-05-2023,3,,4,,0,0,0,12389.0501,0,0,6,0,70.45,0,0,343.4721,50,97,0,14815,2,7,0,0,52.81,0,97,1,0,0,10170.42,899,1700,7571.42,500,680,1857.49,0,0.1758,0
0062x00000DZR4zAAH,Closed Lost,MoneySpot,,,Existing Client-Granted Loan Before,5093031,32.4,0,64.5,698,519.7865,1,13-04-2023,0,0,13-04-2023,3,20-04-2023,1,,0,0,1,3234.5298,0,0,12,0,0,0,472.7619,590.24,697.28,12,6.06,7796,0,0,14,1,0,0,12,0,0,0,0,1499,0,-1499,500,680,0,3,0.0989,6
0062x00000DZRdZAAX,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5093441,89.86,0,84.71,383,422.8066,4,18-04-2023,1,0,18-04-2023,2,,4,,22,0,0,609.9999,0,22,35,0,0.55,0,371.7931,181.1111,350,9,11.11,3347,0,0,0,0,0.09,0,9,1,0,0,0,400,100,-500,500,680,429.2466,0,0.2637,0
0062x00000DZQgUAAX,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5092789,69.82,26.15,96.58,617,1517.1032,1,18-04-2023,0,4,18-04-2023,2,25-04-2023,1,17-04-2023,0,1198.57,2,5520.3868,2711,0,11,0,0,0,464.4195,618.4461,558.47,13,4.48,10367,0,0,60,1,0,0,13,0,0,0,2955.33,599,300,2056.33,500,680,1203.8,0,0.2308,0
0062x00000DZUgLAAX,Closed Lost,MoneySpot,,,Existing Client-Granted Loan Before,5095415,13.4,0,73.92,748,346.9776,3,14-04-2023,0,0,14-04-2023,5,,3,,0,0,0,8312.92,0,0,5,1,0,0,1095.2917,8312.92,8312.92,3,4.11,8601,1,1,0,0,0,0,3,0,0,0,7583.33,1499,1800,4284.33,500,680,4414.0533,3,0,6
0062x00000DZUUyAAP,Closed Lost,MoneySpot,,,Existing Client-Granted Loan Before,5095278,103.4,28.36,49.63,0,3172.0399,4,19-04-2023,0,2,19-04-2023,3,,4,06-04-2023,0,1132.8505,0,5196.6761,1731,0,14,0,0,0,0,1170.5562,603.1,8,0,6103,0,0,0,0,0,0,8,0,0,0,4333.33,1499,1840,994.33,500,680,5506.5033,0,0.3956,11
0062x00000Bpz5RAAR,Closed Lost,MoneySpot,,,Existing Client-Granted Loan Before,3521614,42.15,0,85.04,989,1246.3425,1,17-08-2022,0,0,17-08-2022,3,24-08-2022,1,,6,0,0,4660.8334,0,7,54,0,1.84,0,1287.5375,752.4076,936.48,6,27.62,4662,0,0,0,0,1.29,0,6,0,0,,2783.94,400,580,1803.94,500,680,3341.1666,0,0,6
0062x00000Bpzn0AAB,Closed Lost,QuickCash,,,Existing Client-Granted Loan Before,3522227,3270.12,0,60.98,1636,2152.3472,4,13-08-2022,1,0,13-08-2022,6,,4,,15,0,3,108.3333,0,29,55,0,660,0,1245.3708,108.3333,200,0,43.59,3818,1,22,133,1,18.73,0,0,1,0,,3315,1499,100,1716,500,680,5683.8733,1,0.4066,2
0062x00000Bq1cwAAB,Closed Lost,MoneySpot,,,Existing Client-Granted Loan Before,3523629,90.3,23.63,23.09,798,442.3566,0,,1,2,31-07-2022,7,14-08-2022,2,31-07-2022,14,967.1268,8,967.1268,578,27,37,0,0.31,0,325.0238,445.1433,537.4,0,13.29,2446,1,1,160,1,0.12,0,0,0,1,,3697.61,400,0,3297.61,500,680,2503.89,0,0,0
0062x00000Bq2KFAAZ,Closed Lost,QuickCash,,,Existing Client-Granted Loan Before,3524125,113.58,2.44,67.1,909,3958.1347,1,18-08-2022,0,0,18-08-2022,4,25-08-2022,1,,1,0,1,8282.658,250,3,0,0,2.26,0,830.6798,937.2923,929,13,9.17,10234,1,14,65,1,0.9,0,13,1,0,,3813.33,599,400,2814.33,500,680,1938.6666,0,0.011,1
0062x00000Bq2ahAAB,Closed Lost,MoneySpot,,,Existing Client-Granted Loan Before,3524341,16.93,3.06,76.29,720,251.0152,1,17-08-2022,0,0,17-08-2022,3,24-08-2022,1,,0,0,0,6520.7269,250,0,23,0,1.03,0,140.3946,1023.9992,933.22,13,1.72,8163,0,0,0,0,0.56,0,13,0,0,,0,599,1300,-1899,500,680,3524.68,0,0.1429,31
0062x00000Bq7kwAAB,Closed Lost,QuickCash,,,Existing Client-Granted Loan Before,3529120,78.13,0,65.65,741,3146.4427,1,16-08-2022,0,0,16-08-2022,2,23-08-2022,1,,0,0,8,4259.9523,0,1,94,0,18.41,0,529.9857,958.5869,635,13,9.41,5633,3,24,140,1,13.62,0,4,0,0,,0,400,0,-400,500,680,340.62,0,0,0
0062x000009SYumAAG,Closed Lost,QuickCash,,,Existing Client-Granted Loan Before,2126877,0,0,74.42,826,625.9531,0,,0,0,,0,,0,,0,0,0,653.3333,0,0,43,0,0,0,46.3552,0,0,0,0.13,6226,0,0,0,0,12.69,1,0,0,0,,4021.76,599,400,3022.76,500,680,4783.0533,0,0,10
0062x00000EcmwxAAB,Closed Lost,MoneySpot,,,Existing Client-Granted Loan Before,6379276,46.71,0.51,36.67,482,1370.2341,2,28-08-2023,0,0,28-08-2023,2,11-09-2023,2,,3,0,0,5719.7774,40,18,60,0,1.03,0,362.3872,1452.0785,193.43,4,5.46,7696,0,0,0,0,0.45,1,2,0,0,0,4766.67,599,41500,-37332.33,500,680,3651.64,0,0,0
0062x00000DFCrcAAH,Bad Debt Pending,MoneySpot,,880,Existing Client-No Loan Granted Ever,4655529,4.86,8.41,92.79,0,0,3,12-01-2023,0,2,12-01-2023,4,,3,09-02-2023,0,1455.4683,0,10886.2049,1563,0,0,0,120.84,0,0,7536.14,8006.97,3,0,18583,0,0,0,0,49.01,0,3,0,0,,1300,899,100,301,500,680,3417.0666,1,0.0769,6
0062x00000Ecq5xAAB,Bank Statements Uploaded,QuickCash,,,Existing Client-Granted Loan Before,6382043,15.65,100,22.81,153,210,0,,0,2,03-08-2023,4,17-08-2023,2,03-08-2023,0,2319.0518,0,2373.0184,2545,0,12,0,0,0,0,1067.4,1067.4,0,0,2545,0,0,0,0,0,0,0,0,1,1,0,899,600,-1499,500,680,3090.75,5,0,17
0062x00000EcoZCAAZ,Closed Lost,QuickCash,,,New Client-New Loan,6380939,38.89,57.79,89.13,801,673.0733,2,28-08-2023,0,2,30-08-2023,3,13-09-2023,2,30-08-2023,0,2060.1056,0,3379.1957,2213,0,27,0,30.14,0,669.016,948.2142,944,7,17.47,3829,0,0,0,0,16.22,0,7,0,1,1,2816.67,400,600,1816.67,500,680,3639.7433,1,0.033,3
0062x00000Ecn1nAAB,Closed Lost,MoneySpot,,,Existing Client-Granted Loan Before,6379411,80.78,0,86.31,816,2239.8641,2,23-08-2023,1,0,23-08-2023,3,06-09-2023,2,,4,0,1,5849.5688,0,8,25,0,0.5,0,417.9576,2020.8516,1911.86,1,7.32,9320,1,6,17,1,0.24,0,1,0,0,0,0,899,1912,-2811,500,680,0,0,0.0549,1
0062x00000Ecp7xAAB,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,6381346,37.91,37.28,52.62,795,795.4321,1,28-08-2023,0,4,28-08-2023,1,04-09-2023,1,30-08-2023,0,552.8433,0,3570.2482,1329,0,24,0,0,0,948.0226,482.5061,372.3,13,26.6,3564,0,0,0,0,0,0,13,0,0,0,1044.19,899,500,-354.81,500,680,2640.6833,0,0.1209,2
0062x00000EcppbAAB,Closed Lost,MoneySpot,LARGELY COMPLIANT,,Existing Client-Granted Loan Before,6381894,16.85,46.44,72.82,57,46.6966,4,10-08-2023,0,4,09-08-2023,3,,4,09-08-2023,0,1135.3566,0,1854.0855,1944,0,2,0,0,0,0,486.5814,541.3,3,0,4186,0,0,0,0,0,0,3,0,1,1,0,1499,250,-1749,500,680,1429.59,0,0.044,2
0062x00000Ecoy2AAB,Loan Amount Offered,QuickCash,LARGELY COMPLIANT,,Existing Client-No Loan Granted Ever,6381227,0,0,15.34,0,0,1,25-08-2023,0,0,25-08-2023,5,01-09-2023,1,,0,0,0,4873.0024,0,0,0,0,0.37,0,0,961.25,1165,12,0,5598,0,0,0,0,0.32,0,12,1,0,0,5416.67,0,200,5216.67,500,680,2690.9433,0,0,0
